Concessionaria;mes_ano;Sentido;Praca;Categoria;Tipo_de_veiculo;Volume_total
10.Autopista Fluminense;Dec-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 2;Comercial;54047
10.Autopista Fluminense;Jan-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 3;Passeio;1745
10.Autopista Fluminense;Feb-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 3;Passeio;1868
10.Autopista Fluminense;Mar-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 3;Passeio;1379
10.Autopista Fluminense;Apr-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 3;Passeio;1451
10.Autopista Fluminense;May-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 3;Passeio;1300
10.Autopista Fluminense;Jun-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 3;Passeio;1196
10.Autopista Fluminense;Jul-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 3;Passeio;1543
10.Autopista Fluminense;Aug-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 3;Passeio;1473
10.Autopista Fluminense;Sep-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 3;Passeio;1536
10.Autopista Fluminense;Oct-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 3;Passeio;1590
10.Autopista Fluminense;Nov-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 3;Passeio;1577
10.Autopista Fluminense;Dec-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 3;Passeio;1766
10.Autopista Fluminense;Jan-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 4;Comercial;16671
10.Autopista Fluminense;Feb-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 4;Comercial;14592
10.Autopista Fluminense;Mar-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 4;Comercial;16107
10.Autopista Fluminense;Apr-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 4;Comercial;14989
10.Autopista Fluminense;May-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 4;Comercial;14710
10.Autopista Fluminense;Jun-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 4;Comercial;14767
10.Autopista Fluminense;Jul-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 4;Comercial;14776
10.Autopista Fluminense;Aug-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 4;Comercial;15700
10.Autopista Fluminense;Sep-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 4;Comercial;15364
10.Autopista Fluminense;Oct-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 4;Comercial;15743
10.Autopista Fluminense;Nov-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 4;Comercial;16118
10.Autopista Fluminense;Dec-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 4;Comercial;16958
10.Autopista Fluminense;Jan-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 5;Passeio;113
10.Autopista Fluminense;Feb-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 5;Passeio;114
10.Autopista Fluminense;Mar-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 5;Passeio;117
10.Autopista Fluminense;Apr-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 5;Passeio;126
10.Autopista Fluminense;May-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 5;Passeio;121
10.Autopista Fluminense;Jun-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 5;Passeio;95
10.Autopista Fluminense;Jul-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 5;Passeio;120
10.Autopista Fluminense;Aug-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 5;Passeio;113
10.Autopista Fluminense;Sep-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 5;Passeio;142
10.Autopista Fluminense;Oct-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 5;Passeio;141
10.Autopista Fluminense;Nov-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 5;Passeio;124
10.Autopista Fluminense;Dec-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 5;Passeio;153
10.Autopista Fluminense;Jan-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 6;Comercial;5445
10.Autopista Fluminense;Feb-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 6;Comercial;4814
10.Autopista Fluminense;Mar-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 6;Comercial;4958
10.Autopista Fluminense;Apr-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 6;Comercial;4867
10.Autopista Fluminense;May-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 6;Comercial;4952
10.Autopista Fluminense;Jun-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 6;Comercial;4616
10.Autopista Fluminense;Jul-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 6;Comercial;5075
10.Autopista Fluminense;Aug-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 6;Comercial;4989
10.Autopista Fluminense;Sep-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 6;Comercial;4965
10.Autopista Fluminense;Oct-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 6;Comercial;4873
10.Autopista Fluminense;Nov-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 6;Comercial;4940
10.Autopista Fluminense;Dec-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 6;Comercial;4956
10.Autopista Fluminense;Jan-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 7;Comercial;5079
10.Autopista Fluminense;Feb-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 7;Comercial;4184
10.Autopista Fluminense;Mar-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 7;Comercial;4521
10.Autopista Fluminense;Apr-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 7;Comercial;4103
10.Autopista Fluminense;May-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 7;Comercial;4283
10.Autopista Fluminense;Jun-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 7;Comercial;4080
10.Autopista Fluminense;Jul-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 7;Comercial;4384
10.Autopista Fluminense;Aug-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 7;Comercial;4196
10.Autopista Fluminense;Sep-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 7;Comercial;3961
10.Autopista Fluminense;Oct-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 7;Comercial;4109
10.Autopista Fluminense;Nov-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 7;Comercial;3916
10.Autopista Fluminense;Dec-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 7;Comercial;4010
10.Autopista Fluminense;Jan-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 8;Comercial;4249
10.Autopista Fluminense;Feb-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 8;Comercial;3592
10.Autopista Fluminense;Mar-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 8;Comercial;4055
10.Autopista Fluminense;Apr-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 8;Comercial;3497
10.Autopista Fluminense;May-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 8;Comercial;3676
10.Autopista Fluminense;Jun-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 8;Comercial;3338
10.Autopista Fluminense;Jul-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 8;Comercial;3503
10.Autopista Fluminense;Aug-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 8;Comercial;3732
10.Autopista Fluminense;Sep-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 8;Comercial;3593
10.Autopista Fluminense;Oct-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 8;Comercial;3608
10.Autopista Fluminense;Nov-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 8;Comercial;3660
10.Autopista Fluminense;Dec-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 8;Comercial;3801
10.Autopista Fluminense;Jan-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 9;Moto;26985
10.Autopista Fluminense;Feb-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 9;Moto;28713
10.Autopista Fluminense;Mar-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 9;Moto;26244
10.Autopista Fluminense;Apr-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 9;Moto;28173
10.Autopista Fluminense;May-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 9;Moto;24098
10.Autopista Fluminense;Jun-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 9;Moto;21922
10.Autopista Fluminense;Jul-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 9;Moto;25279
10.Autopista Fluminense;Aug-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 9;Moto;23918
10.Autopista Fluminense;Sep-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 9;Moto;21835
10.Autopista Fluminense;Oct-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 9;Moto;22208
10.Autopista Fluminense;Nov-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 9;Moto;21556
10.Autopista Fluminense;Dec-16;Sul;Praça 05 BR-101/RJ km 299,21;Categoria 9;Moto;25127
10.Autopista Fluminense;Jan-16;Sul;Praça 05 BR-101/RJ km 299,21;Outros;Comercial;521
10.Autopista Fluminense;Feb-16;Sul;Praça 05 BR-101/RJ km 299,21;Outros;Comercial;449
10.Autopista Fluminense;Mar-16;Sul;Praça 05 BR-101/RJ km 299,21;Outros;Comercial;478
10.Autopista Fluminense;Apr-16;Sul;Praça 05 BR-101/RJ km 299,21;Outros;Comercial;425
10.Autopista Fluminense;May-16;Sul;Praça 05 BR-101/RJ km 299,21;Outros;Comercial;445
10.Autopista Fluminense;Jun-16;Sul;Praça 05 BR-101/RJ km 299,21;Outros;Comercial;446
10.Autopista Fluminense;Jul-16;Sul;Praça 05 BR-101/RJ km 299,21;Outros;Comercial;499
10.Autopista Fluminense;Aug-16;Sul;Praça 05 BR-101/RJ km 299,21;Outros;Comercial;508
10.Autopista Fluminense;Sep-16;Sul;Praça 05 BR-101/RJ km 299,21;Outros;Comercial;511
10.Autopista Fluminense;Oct-16;Sul;Praça 05 BR-101/RJ km 299,21;Outros;Comercial;657
10.Autopista Fluminense;Nov-16;Sul;Praça 05 BR-101/RJ km 299,21;Outros;Comercial;591
10.Autopista Fluminense;Dec-16;Sul;Praça 05 BR-101/RJ km 299,21;Outros;Comercial;559
01.Nova Dutra;Jan-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 1;Passeio;687176
01.Nova Dutra;Jan-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 1;Passeio;807059
01.Nova Dutra;Feb-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 1;Passeio;604856
01.Nova Dutra;Feb-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 1;Passeio;781381
01.Nova Dutra;Mar-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 1;Passeio;629196
01.Nova Dutra;Mar-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 1;Passeio;816559
01.Nova Dutra;Apr-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 1;Passeio;625503
01.Nova Dutra;Apr-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 1;Passeio;815465
01.Nova Dutra;May-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 1;Passeio;632540
01.Nova Dutra;May-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 1;Passeio;814119
01.Nova Dutra;Jun-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 1;Passeio;594886
01.Nova Dutra;Jun-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 1;Passeio;785545
01.Nova Dutra;Jul-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 1;Passeio;675611
01.Nova Dutra;Jul-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 1;Passeio;874612
01.Nova Dutra;Aug-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 1;Passeio;626305
01.Nova Dutra;Aug-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 1;Passeio;821318
01.Nova Dutra;Sep-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 1;Passeio;610395
01.Nova Dutra;Sep-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 1;Passeio;817719
01.Nova Dutra;Oct-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 1;Passeio;628046
01.Nova Dutra;Oct-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 1;Passeio;836897
01.Nova Dutra;Nov-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 1;Passeio;608298
01.Nova Dutra;Nov-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 1;Passeio;808592
01.Nova Dutra;Dec-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 1;Passeio;656674
01.Nova Dutra;Dec-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 1;Passeio;920961
01.Nova Dutra;Jan-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 2;Comercial;70927
01.Nova Dutra;Jan-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 2;Comercial;78666
01.Nova Dutra;Feb-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 2;Comercial;72363
01.Nova Dutra;Feb-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 2;Comercial;82070
01.Nova Dutra;Mar-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 2;Comercial;81329
01.Nova Dutra;Mar-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 2;Comercial;90994
01.Nova Dutra;Apr-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 2;Comercial;77311
01.Nova Dutra;Apr-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 2;Comercial;86124
01.Nova Dutra;May-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 2;Comercial;79153
01.Nova Dutra;May-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 2;Comercial;87494
01.Nova Dutra;Jun-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 2;Comercial;79557
01.Nova Dutra;Jun-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 2;Comercial;88586
01.Nova Dutra;Jul-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 2;Comercial;81370
01.Nova Dutra;Jul-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 2;Comercial;89305
01.Nova Dutra;Aug-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 2;Comercial;83828
01.Nova Dutra;Aug-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 2;Comercial;93155
01.Nova Dutra;Sep-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 2;Comercial;83736
01.Nova Dutra;Sep-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 2;Comercial;92676
01.Nova Dutra;Oct-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 2;Comercial;81203
01.Nova Dutra;Oct-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 2;Comercial;90024
01.Nova Dutra;Nov-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 2;Comercial;82245
01.Nova Dutra;Nov-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 2;Comercial;90839
01.Nova Dutra;Dec-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 2;Comercial;81189
01.Nova Dutra;Dec-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 2;Comercial;87464
01.Nova Dutra;Jan-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 3;Passeio;979
01.Nova Dutra;Jan-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 3;Passeio;1053
01.Nova Dutra;Feb-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 3;Passeio;867
01.Nova Dutra;Feb-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 3;Passeio;981
01.Nova Dutra;Mar-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 3;Passeio;795
01.Nova Dutra;Mar-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 3;Passeio;949
01.Nova Dutra;Apr-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 3;Passeio;943
01.Nova Dutra;Apr-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 3;Passeio;1067
01.Nova Dutra;May-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 3;Passeio;877
01.Nova Dutra;May-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 3;Passeio;902
01.Nova Dutra;Jun-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 3;Passeio;747
01.Nova Dutra;Jun-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 3;Passeio;857
01.Nova Dutra;Jul-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 3;Passeio;994
01.Nova Dutra;Jul-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 3;Passeio;1080
01.Nova Dutra;Aug-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 3;Passeio;854
01.Nova Dutra;Aug-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 3;Passeio;946
01.Nova Dutra;Sep-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 3;Passeio;809
01.Nova Dutra;Sep-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 3;Passeio;921
01.Nova Dutra;Oct-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 3;Passeio;892
01.Nova Dutra;Oct-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 3;Passeio;964
01.Nova Dutra;Nov-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 3;Passeio;880
01.Nova Dutra;Nov-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 3;Passeio;942
01.Nova Dutra;Dec-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 3;Passeio;1026
01.Nova Dutra;Dec-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 3;Passeio;1237
01.Nova Dutra;Jan-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 4;Comercial;55166
01.Nova Dutra;Jan-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 4;Comercial;56033
01.Nova Dutra;Feb-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 4;Comercial;54973
01.Nova Dutra;Feb-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 4;Comercial;55014
01.Nova Dutra;Mar-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 4;Comercial;60465
01.Nova Dutra;Mar-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 4;Comercial;60536
01.Nova Dutra;Apr-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 4;Comercial;57211
01.Nova Dutra;Apr-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 4;Comercial;57475
01.Nova Dutra;May-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 4;Comercial;58451
01.Nova Dutra;May-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 4;Comercial;58794
01.Nova Dutra;Jun-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 4;Comercial;59065
01.Nova Dutra;Jun-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 4;Comercial;57942
01.Nova Dutra;Jul-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 4;Comercial;59621
01.Nova Dutra;Jul-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 4;Comercial;59117
01.Nova Dutra;Aug-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 4;Comercial;60004
01.Nova Dutra;Aug-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 4;Comercial;60109
01.Nova Dutra;Sep-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 4;Comercial;58969
01.Nova Dutra;Sep-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 4;Comercial;57767
01.Nova Dutra;Oct-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 4;Comercial;58091
01.Nova Dutra;Oct-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 4;Comercial;57119
01.Nova Dutra;Nov-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 4;Comercial;58232
01.Nova Dutra;Nov-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 4;Comercial;56881
01.Nova Dutra;Dec-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 4;Comercial;57684
01.Nova Dutra;Dec-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 4;Comercial;56549
01.Nova Dutra;Jan-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 5;Passeio;115
01.Nova Dutra;Jan-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 5;Passeio;117
01.Nova Dutra;Feb-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 5;Passeio;125
01.Nova Dutra;Feb-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 5;Passeio;143
01.Nova Dutra;Mar-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 5;Passeio;140
01.Nova Dutra;Mar-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 5;Passeio;154
01.Nova Dutra;Apr-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 5;Passeio;136
01.Nova Dutra;Apr-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 5;Passeio;157
01.Nova Dutra;May-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 5;Passeio;118
01.Nova Dutra;May-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 5;Passeio;119
01.Nova Dutra;Jun-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 5;Passeio;124
01.Nova Dutra;Jun-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 5;Passeio;110
01.Nova Dutra;Jul-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 5;Passeio;141
01.Nova Dutra;Jul-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 5;Passeio;141
01.Nova Dutra;Aug-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 5;Passeio;125
01.Nova Dutra;Aug-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 5;Passeio;129
01.Nova Dutra;Sep-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 5;Passeio;114
01.Nova Dutra;Sep-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 5;Passeio;103
01.Nova Dutra;Oct-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 5;Passeio;133
01.Nova Dutra;Oct-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 5;Passeio;138
01.Nova Dutra;Nov-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 5;Passeio;118
01.Nova Dutra;Nov-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 5;Passeio;113
01.Nova Dutra;Dec-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 5;Passeio;125
01.Nova Dutra;Dec-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 5;Passeio;107
01.Nova Dutra;Jan-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 6;Comercial;27020
01.Nova Dutra;Jan-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 6;Comercial;25844
01.Nova Dutra;Feb-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 6;Comercial;26733
01.Nova Dutra;Feb-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 6;Comercial;25290
01.Nova Dutra;Mar-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 6;Comercial;30415
01.Nova Dutra;Mar-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 6;Comercial;28017
01.Nova Dutra;Apr-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 6;Comercial;29507
01.Nova Dutra;Apr-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 6;Comercial;26950
01.Nova Dutra;May-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 6;Comercial;30661
01.Nova Dutra;May-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 6;Comercial;27993
01.Nova Dutra;Jun-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 6;Comercial;31505
01.Nova Dutra;Jun-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 6;Comercial;28569
01.Nova Dutra;Jul-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 6;Comercial;32122
01.Nova Dutra;Jul-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 6;Comercial;28916
01.Nova Dutra;Aug-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 6;Comercial;33225
01.Nova Dutra;Aug-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 6;Comercial;29810
01.Nova Dutra;Sep-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 6;Comercial;31947
01.Nova Dutra;Sep-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 6;Comercial;28975
01.Nova Dutra;Oct-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 6;Comercial;32421
01.Nova Dutra;Oct-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 6;Comercial;29295
01.Nova Dutra;Nov-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 6;Comercial;33401
01.Nova Dutra;Nov-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 6;Comercial;29911
01.Nova Dutra;Dec-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 6;Comercial;32525
01.Nova Dutra;Dec-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 6;Comercial;27968
01.Nova Dutra;Jan-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 7;Comercial;18811
01.Nova Dutra;Jan-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 7;Comercial;19916
01.Nova Dutra;Feb-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 7;Comercial;19089
01.Nova Dutra;Feb-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 7;Comercial;19941
01.Nova Dutra;Mar-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 7;Comercial;22472
01.Nova Dutra;Mar-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 7;Comercial;22271
01.Nova Dutra;Apr-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 7;Comercial;20768
01.Nova Dutra;Apr-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 7;Comercial;20445
01.Nova Dutra;May-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 7;Comercial;21320
01.Nova Dutra;May-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 7;Comercial;21409
01.Nova Dutra;Jun-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 7;Comercial;21026
01.Nova Dutra;Jun-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 7;Comercial;22236
01.Nova Dutra;Jul-16;Sul;Praça 01 BR-116/SP km 204,50;Categoria 7;Comercial;21111
01.Nova Dutra;Jul-16;Norte;Praça 01 BR-116/SP km 204,50;Categoria 7;Comercial;22134
