Concessionaria;mes_ano;Sentido;Praca;Categoria;Tipo_de_veiculo;Volume_total
09.Autopista Fernão Dias;Aug-10;Norte;Praça 08 BR-381/MG km 546;Categoria 9;Moto;2981
09.Autopista Fernão Dias;Sep-10;Sul;Praça 08 BR-381/MG km 546;Categoria 9;Moto;2880
09.Autopista Fernão Dias;Sep-10;Norte;Praça 08 BR-381/MG km 546;Categoria 9;Moto;3005
09.Autopista Fernão Dias;Oct-10;Sul;Praça 08 BR-381/MG km 546;Categoria 9;Moto;2810
09.Autopista Fernão Dias;Oct-10;Norte;Praça 08 BR-381/MG km 546;Categoria 9;Moto;2869
09.Autopista Fernão Dias;Nov-10;Sul;Praça 08 BR-381/MG km 546;Categoria 9;Moto;2321
09.Autopista Fernão Dias;Nov-10;Norte;Praça 08 BR-381/MG km 546;Categoria 9;Moto;2443
09.Autopista Fernão Dias;Dec-10;Sul;Praça 08 BR-381/MG km 546;Categoria 9;Moto;2855
09.Autopista Fernão Dias;Dec-10;Norte;Praça 08 BR-381/MG km 546;Categoria 9;Moto;3244
09.Autopista Fernão Dias;Jan-10;Sul;Praça 08 BR-381/MG km 546;Outros;Comercial;7148
09.Autopista Fernão Dias;Jan-10;Norte;Praça 08 BR-381/MG km 546;Outros;Comercial;7310
09.Autopista Fernão Dias;Feb-10;Sul;Praça 08 BR-381/MG km 546;Outros;Comercial;7570
09.Autopista Fernão Dias;Feb-10;Norte;Praça 08 BR-381/MG km 546;Outros;Comercial;7631
09.Autopista Fernão Dias;Mar-10;Sul;Praça 08 BR-381/MG km 546;Outros;Comercial;8826
09.Autopista Fernão Dias;Mar-10;Norte;Praça 08 BR-381/MG km 546;Outros;Comercial;9473
09.Autopista Fernão Dias;Apr-10;Sul;Praça 08 BR-381/MG km 546;Outros;Comercial;11796
09.Autopista Fernão Dias;Apr-10;Norte;Praça 08 BR-381/MG km 546;Outros;Comercial;12565
09.Autopista Fernão Dias;May-10;Sul;Praça 08 BR-381/MG km 546;Outros;Comercial;13730
09.Autopista Fernão Dias;May-10;Norte;Praça 08 BR-381/MG km 546;Outros;Comercial;13617
09.Autopista Fernão Dias;Jun-10;Sul;Praça 08 BR-381/MG km 546;Outros;Comercial;13241
09.Autopista Fernão Dias;Jun-10;Norte;Praça 08 BR-381/MG km 546;Outros;Comercial;13364
09.Autopista Fernão Dias;Jul-10;Sul;Praça 08 BR-381/MG km 546;Outros;Comercial;12737
09.Autopista Fernão Dias;Jul-10;Norte;Praça 08 BR-381/MG km 546;Outros;Comercial;13271
09.Autopista Fernão Dias;Aug-10;Sul;Praça 08 BR-381/MG km 546;Outros;Comercial;13575
09.Autopista Fernão Dias;Aug-10;Norte;Praça 08 BR-381/MG km 546;Outros;Comercial;13390
09.Autopista Fernão Dias;Sep-10;Sul;Praça 08 BR-381/MG km 546;Outros;Comercial;12485
09.Autopista Fernão Dias;Sep-10;Norte;Praça 08 BR-381/MG km 546;Outros;Comercial;12181
09.Autopista Fernão Dias;Oct-10;Sul;Praça 08 BR-381/MG km 546;Outros;Comercial;12796
09.Autopista Fernão Dias;Oct-10;Norte;Praça 08 BR-381/MG km 546;Outros;Comercial;12942
09.Autopista Fernão Dias;Nov-10;Sul;Praça 08 BR-381/MG km 546;Outros;Comercial;12766
09.Autopista Fernão Dias;Nov-10;Norte;Praça 08 BR-381/MG km 546;Outros;Comercial;12724
09.Autopista Fernão Dias;Dec-10;Sul;Praça 08 BR-381/MG km 546;Outros;Comercial;12609
09.Autopista Fernão Dias;Dec-10;Norte;Praça 08 BR-381/MG km 546;Outros;Comercial;12652
12.Rodovia do Aço;Jan-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 1;Passeio;49132
12.Rodovia do Aço;Jan-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 1;Passeio;39811
12.Rodovia do Aço;Feb-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 1;Passeio;33299
12.Rodovia do Aço;Feb-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 1;Passeio;26982
12.Rodovia do Aço;Mar-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 1;Passeio;38217
12.Rodovia do Aço;Mar-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 1;Passeio;30967
12.Rodovia do Aço;Apr-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 1;Passeio;37429
12.Rodovia do Aço;Apr-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 1;Passeio;30329
12.Rodovia do Aço;May-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 1;Passeio;34319
12.Rodovia do Aço;May-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 1;Passeio;27809
12.Rodovia do Aço;Jun-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 1;Passeio;35709
12.Rodovia do Aço;Jun-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 1;Passeio;28935
12.Rodovia do Aço;Jul-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 1;Passeio;41597
12.Rodovia do Aço;Jul-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 1;Passeio;33706
12.Rodovia do Aço;Aug-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 1;Passeio;34804
12.Rodovia do Aço;Aug-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 1;Passeio;28201
12.Rodovia do Aço;Sep-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 1;Passeio;35695
12.Rodovia do Aço;Sep-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 1;Passeio;28924
12.Rodovia do Aço;Oct-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 1;Passeio;34026
12.Rodovia do Aço;Oct-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 1;Passeio;27571
12.Rodovia do Aço;Nov-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 1;Passeio;33861
12.Rodovia do Aço;Nov-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 1;Passeio;27437
12.Rodovia do Aço;Dec-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 1;Passeio;46378
12.Rodovia do Aço;Dec-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 1;Passeio;37580
12.Rodovia do Aço;Jan-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;7209
12.Rodovia do Aço;Jan-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;7029
12.Rodovia do Aço;Feb-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;5869
12.Rodovia do Aço;Feb-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;5722
12.Rodovia do Aço;Mar-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6285
12.Rodovia do Aço;Mar-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6127
12.Rodovia do Aço;Apr-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;5977
12.Rodovia do Aço;Apr-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;5828
12.Rodovia do Aço;May-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6580
12.Rodovia do Aço;May-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6415
12.Rodovia do Aço;Jun-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6048
12.Rodovia do Aço;Jun-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;5896
12.Rodovia do Aço;Jul-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6271
12.Rodovia do Aço;Jul-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6114
12.Rodovia do Aço;Aug-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6329
12.Rodovia do Aço;Aug-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6170
12.Rodovia do Aço;Sep-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6291
12.Rodovia do Aço;Sep-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6133
12.Rodovia do Aço;Oct-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6146
12.Rodovia do Aço;Oct-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;5992
12.Rodovia do Aço;Nov-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6379
12.Rodovia do Aço;Nov-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6220
12.Rodovia do Aço;Dec-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6913
12.Rodovia do Aço;Dec-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6740
12.Rodovia do Aço;Jan-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;158
12.Rodovia do Aço;Jan-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;224
12.Rodovia do Aço;Feb-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;125
12.Rodovia do Aço;Feb-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;176
12.Rodovia do Aço;Mar-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;141
12.Rodovia do Aço;Mar-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;199
12.Rodovia do Aço;Apr-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;146
12.Rodovia do Aço;Apr-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;207
12.Rodovia do Aço;May-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;131
12.Rodovia do Aço;May-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;186
12.Rodovia do Aço;Jun-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;138
12.Rodovia do Aço;Jun-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;194
12.Rodovia do Aço;Jul-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;153
12.Rodovia do Aço;Jul-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;216
12.Rodovia do Aço;Aug-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;102
12.Rodovia do Aço;Aug-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;145
12.Rodovia do Aço;Sep-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;128
12.Rodovia do Aço;Sep-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;180
12.Rodovia do Aço;Oct-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;89
12.Rodovia do Aço;Oct-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;126
12.Rodovia do Aço;Nov-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;104
12.Rodovia do Aço;Nov-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;146
12.Rodovia do Aço;Dec-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;175
12.Rodovia do Aço;Dec-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;247
12.Rodovia do Aço;Jan-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;15239
12.Rodovia do Aço;Jan-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;13760
12.Rodovia do Aço;Feb-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;13451
12.Rodovia do Aço;Feb-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;12145
12.Rodovia do Aço;Mar-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;13371
12.Rodovia do Aço;Mar-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;12074
12.Rodovia do Aço;Apr-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;12917
12.Rodovia do Aço;Apr-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;11663
12.Rodovia do Aço;May-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;14255
12.Rodovia do Aço;May-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;12871
12.Rodovia do Aço;Jun-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;13880
12.Rodovia do Aço;Jun-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;12532
12.Rodovia do Aço;Jul-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;14860
12.Rodovia do Aço;Jul-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;13418
12.Rodovia do Aço;Aug-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;14546
12.Rodovia do Aço;Aug-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;13135
12.Rodovia do Aço;Sep-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;14621
12.Rodovia do Aço;Sep-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;13202
12.Rodovia do Aço;Oct-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;13974
12.Rodovia do Aço;Oct-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;12617
12.Rodovia do Aço;Nov-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;13418
12.Rodovia do Aço;Nov-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;12116
12.Rodovia do Aço;Dec-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;14612
12.Rodovia do Aço;Dec-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;13193
12.Rodovia do Aço;Jan-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;7
12.Rodovia do Aço;Jan-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;15
12.Rodovia do Aço;Feb-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;7
12.Rodovia do Aço;Feb-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;15
12.Rodovia do Aço;Mar-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;13
12.Rodovia do Aço;Mar-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;28
12.Rodovia do Aço;Apr-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;14
12.Rodovia do Aço;Apr-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;31
12.Rodovia do Aço;May-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;10
12.Rodovia do Aço;May-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;23
12.Rodovia do Aço;Jun-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;14
12.Rodovia do Aço;Jun-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;29
12.Rodovia do Aço;Jul-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;11
12.Rodovia do Aço;Jul-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;23
12.Rodovia do Aço;Aug-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;10
12.Rodovia do Aço;Aug-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;23
12.Rodovia do Aço;Sep-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;14
12.Rodovia do Aço;Sep-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;29
12.Rodovia do Aço;Oct-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;10
12.Rodovia do Aço;Oct-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;23
12.Rodovia do Aço;Nov-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;10
12.Rodovia do Aço;Nov-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;21
12.Rodovia do Aço;Dec-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;10
12.Rodovia do Aço;Dec-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;22
12.Rodovia do Aço;Jan-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2377
12.Rodovia do Aço;Jan-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;1671
12.Rodovia do Aço;Feb-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2267
12.Rodovia do Aço;Feb-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;1593
12.Rodovia do Aço;Mar-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2282
12.Rodovia do Aço;Mar-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;1604
12.Rodovia do Aço;Apr-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2306
12.Rodovia do Aço;Apr-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;1620
12.Rodovia do Aço;May-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2936
12.Rodovia do Aço;May-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2063
12.Rodovia do Aço;Jun-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2390
12.Rodovia do Aço;Jun-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;1680
12.Rodovia do Aço;Jul-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2439
12.Rodovia do Aço;Jul-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;1714
12.Rodovia do Aço;Aug-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2373
12.Rodovia do Aço;Aug-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;1668
12.Rodovia do Aço;Sep-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2251
12.Rodovia do Aço;Sep-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;1581
12.Rodovia do Aço;Oct-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2296
12.Rodovia do Aço;Oct-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;1614
12.Rodovia do Aço;Nov-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2417
12.Rodovia do Aço;Nov-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;1699
12.Rodovia do Aço;Dec-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2794
12.Rodovia do Aço;Dec-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;1964
12.Rodovia do Aço;Jan-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;10014
12.Rodovia do Aço;Jan-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;9988
12.Rodovia do Aço;Feb-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;9879
12.Rodovia do Aço;Feb-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;9852
12.Rodovia do Aço;Mar-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;9547
12.Rodovia do Aço;Mar-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;9522
12.Rodovia do Aço;Apr-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;9372
12.Rodovia do Aço;Apr-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;9348
12.Rodovia do Aço;May-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;12095
12.Rodovia do Aço;May-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;12063
12.Rodovia do Aço;Jun-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8925
12.Rodovia do Aço;Jun-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8901
12.Rodovia do Aço;Jul-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8392
12.Rodovia do Aço;Jul-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8369
12.Rodovia do Aço;Aug-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8363
12.Rodovia do Aço;Aug-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8341
12.Rodovia do Aço;Sep-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7720
12.Rodovia do Aço;Sep-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7699
12.Rodovia do Aço;Oct-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8186
12.Rodovia do Aço;Oct-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8164
12.Rodovia do Aço;Nov-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7910
12.Rodovia do Aço;Nov-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7890
12.Rodovia do Aço;Dec-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8386
12.Rodovia do Aço;Dec-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8364
12.Rodovia do Aço;Jan-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;5723
12.Rodovia do Aço;Jan-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;5096
12.Rodovia do Aço;Feb-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;5515
12.Rodovia do Aço;Feb-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;4910
12.Rodovia do Aço;Mar-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;5164
12.Rodovia do Aço;Mar-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;4597
12.Rodovia do Aço;Apr-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;5161
12.Rodovia do Aço;Apr-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;4595
12.Rodovia do Aço;May-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6451
12.Rodovia do Aço;May-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;5744
12.Rodovia do Aço;Jun-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6681
12.Rodovia do Aço;Jun-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;5948
12.Rodovia do Aço;Jul-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6857
12.Rodovia do Aço;Jul-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6105
12.Rodovia do Aço;Aug-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;7653
12.Rodovia do Aço;Aug-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6814
12.Rodovia do Aço;Sep-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;7206
12.Rodovia do Aço;Sep-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6416
12.Rodovia do Aço;Oct-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;7207
12.Rodovia do Aço;Oct-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6416
12.Rodovia do Aço;Nov-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6849
12.Rodovia do Aço;Nov-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6098
12.Rodovia do Aço;Dec-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;7411
12.Rodovia do Aço;Dec-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6599
12.Rodovia do Aço;Jan-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1983
12.Rodovia do Aço;Jan-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1895
12.Rodovia do Aço;Feb-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;2086
12.Rodovia do Aço;Feb-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1993
12.Rodovia do Aço;Mar-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1751
12.Rodovia do Aço;Mar-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1672
12.Rodovia do Aço;Apr-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;2017
12.Rodovia do Aço;Apr-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1926
12.Rodovia do Aço;May-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1894
12.Rodovia do Aço;May-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1810
12.Rodovia do Aço;Jun-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1683
12.Rodovia do Aço;Jun-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1608
12.Rodovia do Aço;Jul-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1843
12.Rodovia do Aço;Jul-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1760
12.Rodovia do Aço;Aug-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;2032
12.Rodovia do Aço;Aug-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1941
12.Rodovia do Aço;Sep-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1957
12.Rodovia do Aço;Sep-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1869
12.Rodovia do Aço;Oct-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1881
12.Rodovia do Aço;Oct-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1796
12.Rodovia do Aço;Nov-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1626
12.Rodovia do Aço;Nov-11;Sul;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1554
12.Rodovia do Aço;Dec-11;Norte;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1703
